Timestamp,Pod1,Pod2,Pod3,Pod4,Pod5,Pod6,Pod7,Pod8
2025-05-16 14:04:21.732,0,-2,0,-1,0,-1,-2,0
2025-05-16 14:04:21.742,0,-2,0,-1,0,-1,-2,0
2025-05-16 14:04:21.754,1,-1,-1,-2,-1,0,0,-1
2025-05-16 14:04:21.769,-4,-2,-2,-1,-3,-2,-2,0
2025-05-16 14:04:21.780,-2,1,-2,-1,-3,-1,-1,-3
2025-05-16 14:04:21.794,-2,1,-2,-1,-3,-1,-1,-3
2025-05-16 14:04:21.809,-2,1,-2,-1,-3,-1,-1,-3
2025-05-16 14:04:21.839,-1,-1,0,0,0,-1,1,0
2025-05-16 14:04:21.850,0,-1,-3,0,-1,-1,0,-1
2025-05-16 14:04:21.864,-1,-2,-2,0,-2,-1,0,-1
2025-05-16 14:04:21.878,-4,-1,0,-1,-5,-2,-3,-1
2025-05-16 14:04:21.892,-1,-3,-1,0,-1,-1,-1,-1
2025-05-16 14:04:21.906,-1,-3,-1,0,-1,-1,-1,-1
2025-05-16 14:04:21.924,-1,-3,-1,0,-1,-1,-1,-1
2025-05-16 14:04:21.934,-1,-3,-1,0,-1,-1,-1,-1
2025-05-16 14:04:21.948,-2,-1,-1,-3,-1,-2,-2,-1
2025-05-16 14:04:21.961,-1,0,0,-2,-1,-1,-1,0
2025-05-16 14:04:21.976,-1,-3,-1,-1,-2,-1,-1,-2
2025-05-16 14:04:21.989,1,0,0,1,-2,-2,-2,0
2025-05-16 14:04:22.004,1,-1,0,0,1,1,0,-2
2025-05-16 14:04:22.016,1,-1,0,0,1,1,0,-2
2025-05-16 14:04:22.031,0,-1,-1,0,-2,-2,0,-1
2025-05-16 14:04:22.045,0,-1,-1,0,-2,-2,0,-1
2025-05-16 14:04:22.059,0,-1,-1,0,-2,-2,0,-1
2025-05-16 14:04:22.072,-1,0,0,1,-2,-2,-2,-2
2025-05-16 14:04:22.086,-1,0,-1,-1,-1,0,-2,-2
2025-05-16 14:04:22.100,-1,0,-3,-1,-2,-3,-2,0
2025-05-16 14:04:22.114,-1,0,-3,-1,-2,-3,-2,0
2025-05-16 14:04:22.128,0,-1,-1,0,0,-1,-1,-1
2025-05-16 14:04:22.142,3,2,2,-1,0,0,1,-1
2025-05-16 14:04:22.153,3,2,2,-1,0,0,1,-1
2025-05-16 14:04:22.164,3,2,2,-1,0,0,1,-1
2025-05-16 14:04:22.177,-2,-1,-2,0,0,1,0,-2
